Show Number, Air Date, Round, Category, Value, Question
14,9/26/80,Jeopardy!,AUGUST,$100,"492 years ago on Aug. 3rd, he set sail across the Atlantic"
14,9/26/80,Jeopardy!,SPORTS,$100,"Game where ""dribbling"" is ""offensive"""
14,9/26/80,Jeopardy!,HOT MOVIES,$100,Irwin Allen's tall tale that went up in smoke
14,9/26/80,Jeopardy!,TRIVIA,$100,"They ""rush in where angels fear to tread"""
14,9/26/80,Jeopardy!,WORLD LEADERS,$200,"Britain's first female P.M., her popularity soared after Falklands war"
14,9/26/80,Jeopardy!,SPORTS,$200,From early practice of pitcher facing west comes this baseball term for lefty
14,9/26/80,Jeopardy!,HOT MOVIES,$200,Poitier & Steiger made sparks fly in this '67 Oscar winner
14,9/26/80,Jeopardy!,TRIVIA,$200,"Some of the badges she can earn are: Horse Lover, Dabbler & Ms. Fix-it"
14,9/26/80,Jeopardy!,WORLD LEADERS,$300,Ronald Reagan was also president of this union
14,9/26/80,Jeopardy!,SPORTS,$300,Football's imaginary plane which neither team may cross until the ball is snapped
14,9/26/80,Jeopardy!,HOT MOVIES,$300,The male stars tested their disguises for this '59 film by visiting studio ladies' room
14,9/26/80,Jeopardy!,TRIVIA,"$1,200","Hemingway wrote the book, Rogers & Parton sang the <a href=""http://www.j-archive.com/media/1984-10-04_J_19.mp3"">song</a>:"
14,9/26/80,Jeopardy!,WORLD LEADERS,$400,D'Aubisson claimed Duarte fixed his election win in this country
14,9/26/80,Jeopardy!,SPORTS,$400,"World's fastest sport, free-fall speeds of 614 MPH have been recorded in this"
14,9/26/80,Jeopardy!,HOT MOVIES,$400,Words were heated when Truffaut filmed this Bradbury novel
14,9/26/80,Jeopardy!,TRIVIA,$400,"If the item is colored yellow & you use a red dye, the resulting color is this"
14,9/26/80,Jeopardy!,WORLD LEADERS,$500,Olympic pullout was ordered by this successor to Andropov
14,9/26/80,Jeopardy!,AUGUST,$500,"Russia, France & Germany entered WWI in August of this year"
14,9/26/80,Jeopardy!,SPORTS,$500,'50s middleweight champ some say was pound-for-pound the best boxer ever
14,9/26/80,Jeopardy!,HOT MOVIES,$500,1st movie that newlyweds Newman & Woodward made together
14,9/26/80,Jeopardy!,TRIVIA,$500,Filing an IRS form 4868 gets you a 4-month extension from this date
14,9/26/80,Double Jeopardy!,THE 20TH CENTURY,$200,Where Sally Ride took her famous ride
14,9/26/80,Double Jeopardy!,BROADWAY,$200,"She was ""The Miracle Worker"" for Patty Duke's Helen Keller"
14,9/26/80,Double Jeopardy!,TRAVEL,$200,"This necessary document cost $10 in 1980, but is now $35"
14,9/26/80,Double Jeopardy!,AMERICAN INDIANS,$200,Device Indians smoked as sign of friendship
14,9/26/80,Double Jeopardy!,MAMMALS,$200,"Alphabetically, it's #1"
14,9/26/80,Double Jeopardy!,"THE ""PITS""",$200,Where Pirates steal bases
14,9/26/80,Double Jeopardy!,THE 20TH CENTURY,$400,Time barrier shattered by runner Roger Bannister in 1954
14,9/26/80,Double Jeopardy!,BROADWAY,$400,"Lerner & Loewe's ""One Brief Shining Moment"" which ran from Dec. 3, '60 to Jan. 5, '63"
14,9/26/80,Double Jeopardy!,TRAVEL,$400,Non-sexist name for a stewardess
14,9/26/80,Double Jeopardy!,AMERICAN INDIANS,$400,They symbolize family trees of N.W. Indians
14,9/26/80,Double Jeopardy!,MAMMALS,$400,"Noel Coward song says only ""mad"" ones ""go out in the midday sun"""
14,9/26/80,Double Jeopardy!,"THE ""PITS""",$400,Asphalt bog that tourists log in L.A.
14,9/26/80,Double Jeopardy!,THE 20TH CENTURY,"$1,500","In Dec., 1941, Representative Jeannette Rankin cast the only dissenting vote on this issue"
14,9/26/80,Double Jeopardy!,BROADWAY,$600,"His 1st stage hit was ""I Remember Mama"" but he's better remembered for shouting ""Stella!"""
14,9/26/80,Double Jeopardy!,TRAVEL,$600,A vaccination is no longer required since this disease is eradicated
14,9/26/80,Double Jeopardy!,AMERICAN INDIANS,$600,"To keep Indians out, Dutch settlers built a wall across this New Amsterdam street"
14,9/26/80,Double Jeopardy!,"THE ""PITS""",$600,Poe's tale of torture in a Spanish castle
14,9/26/80,Double Jeopardy!,THE 20TH CENTURY,$800,"His masterpiece was painted as a protest against the bombing of the Spanish town ""Guernica"""
14,9/26/80,Double Jeopardy!,BROADWAY,$800,Winner of Tony & Oscar for royal role he's been identified with since '51
14,9/26/80,Double Jeopardy!,TRAVEL,$800,"Tags for luggage headed for this airport appropriately read ""LAX"""
14,9/26/80,Double Jeopardy!,AMERICAN INDIANS,$800,Runaway slaves used to hide with this tribe in Florida swamps
14,9/26/80,Double Jeopardy!,"THE ""PITS""",$800,"Shaky lady of ""Oh Susanna"" fame"
14,9/26/80,Double Jeopardy!,THE 20TH CENTURY,"$1,000","In 1939, this scientist wrote FDR a letter explaining that an atomic bomb could be built"
14,9/26/80,Double Jeopardy!,BROADWAY,"$1,000","Rogers & Hammerstein's ""Away We Go"" ran a record-breaking 2,248 performances under new name"
14,9/26/80,Double Jeopardy!,TRAVEL,"$1,500",Ship passengers are greeted & dunked by King Neptune 1st time they cross this
14,9/26/80,Double Jeopardy!,"THE ""PITS""","$1,000",Both cyanide & laetrile are an extract of them
14,9/26/80,Final Jeopardy!,BUSINESS & INDUSTRY,None,"Automaker that introduced the alternator, power steering & electric ignition"
56,11/25/80,Jeopardy!,AFRICA,$100,Central Africa's short people
56,11/25/80,Jeopardy!,FOOD,$100,"When you step on these, they let out a little ""wine"""
56,11/25/80,Jeopardy!,FIRST AID,$100,Any remedy which counteracts a swallowed poison
56,11/25/80,Jeopardy!,NUMBER PLEASE,$100,An unlucky Friday or a baker's dozen
56,11/25/80,Jeopardy!,BEN FRANKLIN,$100,His spectacle invention that's a sight for sore eyes
56,11/25/80,Jeopardy!,TRIVIA,$100,At last count there were only 70 of these head servants left in England
56,11/25/80,Jeopardy!,AFRICA,$200,S. Africa's form of segregation
56,11/25/80,Jeopardy!,FOOD,$200,"Satanic term for food prepared with strong seasoning, as of eggs or ham"
56,11/25/80,Jeopardy!,FIRST AID,$200,"To prevent swelling & discoloring from a blow to the body, apply this kind of compress immediately"
56,11/25/80,Jeopardy!,NUMBER PLEASE,$200,Number of stars on American flag raised at Iwo Jima
56,11/25/80,Jeopardy!,BEN FRANKLIN,$200,"""Fish & guests stink in 3 days"" are among this almanac's wise words"
56,11/25/80,Jeopardy!,TRIVIA,$200,Nobody wants to hear all of this camp song about decreasing containers of brew
56,11/25/80,Jeopardy!,AFRICA,$300,Tanganyika & Zanzibar joined to form this country
56,11/25/80,Jeopardy!,FOOD,$300,French term for meat served in its own juice
56,11/25/80,Jeopardy!,FIRST AID,$300,Kind of shot given to prevent lockjaw after a puncture wound
56,11/25/80,Jeopardy!,NUMBER PLEASE,$300,Square inches in a square foot
56,11/25/80,Jeopardy!,BEN FRANKLIN,$300,He was president of the 1st society to press for its abolition
56,11/25/80,Jeopardy!,TRIVIA,$300,"A stew of various meats, a jar of mixed flower petals, or an old ""Jeopardy"" category"
56,11/25/80,Jeopardy!,AFRICA,$400,"Africa's largest fresh-water lake, it's main source of the Nile"
56,11/25/80,Jeopardy!,FOOD,$400,"Found in rye bread, these seeds are also flavoring of kummel liqueur"
56,11/25/80,Jeopardy!,FIRST AID,$400,"This ""hug"" is recommended as effective method to remove object blocking windpipe"
56,11/25/80,Jeopardy!,NUMBER PLEASE,"$1,000","Total of trombones & cornets in ""The Music Man"" tune"
56,11/25/80,Jeopardy!,BEN FRANKLIN,$400,The postal service actually showed a profit when he held this position
56,11/25/80,Jeopardy!,TRIVIA,$400,"This president is said to be related to John Kennedy, Princess Di & F. Mitterand"
56,11/25/80,Jeopardy!,AFRICA,$500,Kenyatta was leader of this bloody movement to end British rule in Kenya
56,11/25/80,Jeopardy!,FOOD,$500,The thymus & pancreas of young calves are sources of this meat
56,11/25/80,Jeopardy!,FIRST AID,$500,Full name for CPR
56,11/25/80,Jeopardy!,NUMBER PLEASE,$500,Age range of an octogenarian
56,11/25/80,Jeopardy!,TRIVIA,$500,"The place you most readily find ""QWERTYUIOP""; you can spell it using only these letters"
56,11/25/80,Double Jeopardy!,GRAMMAR,$200,"While either takes or, neither always takes this"
56,11/25/80,Double Jeopardy!,WORLD OF FASHION,$200,The hat in the Mexican hat dance
56,11/25/80,Double Jeopardy!,ART,$200,"A painting of inanimate objects, not people"
56,11/25/80,Double Jeopardy!,U.S. GEOGRAPHY,$200,"It's ""where the wind comes sweeping down the plain"""
56,11/25/80,Double Jeopardy!,TV DETECTIVES,$200,He was Dectective Lieutenant Dan August before he was Sharky
56,11/25/80,Double Jeopardy!,GRAMMAR,$400,"The interjection in ""Whew! This is a tough answer"""
56,11/25/80,Double Jeopardy!,WORLD OF FASHION,$400,"South Seas garb worn by Dorothy Lamour on ""The Road"""
56,11/25/80,Double Jeopardy!,U.S. GEOGRAPHY,$400,"State whose counties include Crockett, Zapata & Pecos"
56,11/25/80,Double Jeopardy!,TV DETECTIVES,$400,He played father-in-law to Betty Jones & now is uncle to Matt Houston
56,11/25/80,Double Jeopardy!,BIOLOGY,$400,"Wurlitzer's pride, or what tissues grouped together form"
56,11/25/80,Double Jeopardy!,GRAMMAR,$600,Punctuation mark of the imperative mode
56,11/25/80,Double Jeopardy!,WORLD OF FASHION,$600,Where on his body an Arab would wear the traditional keffiyeh
56,11/25/80,Double Jeopardy!,U.S. GEOGRAPHY,$700,"One of two states ending in ""T"""
56,11/25/80,Double Jeopardy!,TV DETECTIVES,$500,"Name of station police work out of in series with <a href=""http://www.j-archive.com/media/1984-11-26_DJ_08.mp3"">this</a> theme"
56,11/25/80,Double Jeopardy!,BIOLOGY,$600,Serology is the study of this body fluid closely resembling sea water
56,11/25/80,Double Jeopardy!,U.S. GEOGRAPHY,$800,"Historic pass at junction of TN., KY., & VA., associated with Daniel Boone"
56,11/25/80,Double Jeopardy!,TV DETECTIVES,$800,"Ex-""radio receptionist"" now"" partner in crime"" with Lynda Carter"
56,11/25/80,Double Jeopardy!,BIOLOGY,$800,"In 1600's, amateur Dutch scientist van Leeuwenhoek discovered bacteria by using this"
56,11/25/80,Double Jeopardy!,GRAMMAR,"$1,000","The word, phrase or clause a pronoun must agree with"
56,11/25/80,Double Jeopardy!,U.S. GEOGRAPHY,"$1,000",Mountain range that surrounds city of Atlanta
56,11/25/80,Double Jeopardy!,TV DETECTIVES,"$1,000","Det. whose show was spun off from ""Barney Miller"", but thrown back due to small ratings"
56,11/25/80,Double Jeopardy!,BIOLOGY,"$1,000",Exobiology is the study of living things here
56,11/25/80,Final Jeopardy!,BUSINESS & INDUSTRY,None,Country that manufactures the most cars per year
57,11/26/80,Jeopardy!,BRITISH ISLES,$100,"If you ""take the high road"", I'll get there afore ye"
57,11/26/80,Jeopardy!,1945,$100,Truman's state or battleship site of Japan's surrender
57,11/26/80,Jeopardy!,TELEVISION,$100,"They got married in the final episode of ""Happy Days"""
57,11/26/80,Jeopardy!,FASHION,$100,"Espadrilles, clogs & ""tennies"""
57,11/26/80,Jeopardy!,TRIVIA,$100,Words used instead of the cursing in Watergate tape transcripts
57,11/26/80,Jeopardy!,BRITISH ISLES,$200,Color represented with white & red on the Irish flag
57,11/26/80,Jeopardy!,1945,$200,"Developed from radar research, it was first marketed for fast food preparation in '45"
57,11/26/80,Jeopardy!,TELEVISION,$200,Editor Billie Newman & Joe Rossi worked for
57,11/26/80,Jeopardy!,FASHION,$200,"Until 19th c., ones made of chicken skin were worn by women to soften their hands"
57,11/26/80,Jeopardy!,TRIVIA,$200,Specialty store in which you'd buy lug nuts & feeler gauges
57,11/26/80,Jeopardy!,BRITISH ISLES,$300,X-rated actress Koo Stark's royal ex-beau
57,11/26/80,Jeopardy!,1945,$300,Number of stars in U.S. flag raised over Iwo Jima
57,11/26/80,Jeopardy!,TELEVISION,$300,She shot J.R.
57,11/26/80,Jeopardy!,FASHION,$300,"""Foreign"" name for the end of a sleeve folded back & fastened with a link"
57,11/26/80,Jeopardy!,TRIVIA,$300,Speed of an LP
57,11/26/80,Jeopardy!,1945,$400,"Rejected as movie script, Broadway loved this fragile Tennessee Williams drama"
57,11/26/80,Jeopardy!,TELEVISION,$400,"Played WJM's man-hunting ""happy homemaker"" Sue Ann Nivens"
57,11/26/80,Jeopardy!,FASHION,$400,Pattern design which came from the horse blankets of Richard Tattersall
57,11/26/80,Jeopardy!,TRIVIA,$400,Number of vowels on the bottom row of keys of a standard typewriter
57,11/26/80,Jeopardy!,1945,$500,"He ""lost"" a ""weekend"" but won an Oscar"
57,11/26/80,Jeopardy!,TELEVISION,$500,Marketing has begun on a line of nursewear from this TV medical show
57,11/26/80,Jeopardy!,FASHION,$500,Breeches cut full above the knee used for horseback riding
57,11/26/80,Jeopardy!,TRIVIA,$500,Howard Garis' bedtime tale-teller whose last name is Longears
57,11/26/80,Double Jeopardy!,HOT SPOTS,$200,"Hottest temperature ever recorded was on this ""dark"" continent"
57,11/26/80,Double Jeopardy!,SPACE,$200,Titan is the largest moon of this ringed planet
57,11/26/80,Double Jeopardy!,3-LETTER WORDS,$200,"It's where flowers ""sleep"""
57,11/26/80,Double Jeopardy!,DRAMA,$200,"In the Middle Ages, monks presented ""mystery plays"" to illustrate stories from this"
57,11/26/80,Double Jeopardy!,LEGENDS,$200,"""Inhaling the breath of a  loved one"" is the reason for this Eskimo ""kiss"""
57,11/26/80,Double Jeopardy!,HOT SPOTS,$400,43 consecutive days of 120锭 heat were recorded in this appropriately named Calif. valley
57,11/26/80,Double Jeopardy!,SPACE,$400,It forms a large part of Jupiter's atmosphere or Earth's kitchen cleaners
57,11/26/80,Double Jeopardy!,3-LETTER WORDS,$400,A flipper or a fiver
57,11/26/80,Double Jeopardy!,DRAMA,$400,"Dramatic form, from Greek for ""merrymaking"""
57,11/26/80,Double Jeopardy!,LEGENDS,$400,"People whose gods included Odin, Thor & Loki"
57,11/26/80,Double Jeopardy!,HOT SPOTS,$600,"National seashore resort that's been ""burning"" off Long Island for years"
57,11/26/80,Double Jeopardy!,SPACE,$600,The Van Allen belts surround most of this planet
57,11/26/80,Double Jeopardy!,3-LETTER WORDS,$600,A grown-up acorn
57,11/26/80,Double Jeopardy!,TRADE CENTERS,$600,"City that's often called ""the rubber capital of the world"""
57,11/26/80,Double Jeopardy!,DRAMA,$600,19th century Norwegian playwright often called founder of modern drama
57,11/26/80,Double Jeopardy!,LEGENDS,"$1,000","Mythical creature Noah left behind in <a href=""http://www.j-archive.com/media/1984-11-27_DJ_23.mp3"">this</a> Irish Rovers' song"
57,11/26/80,Double Jeopardy!,HOT SPOTS,$800,"Named by Magellan for fires blazing on shore, it's South America's stormy southern tip"
57,11/26/80,Double Jeopardy!,SPACE,$800,Soviet ship which docked with our Apollo in '75
57,11/26/80,Double Jeopardy!,3-LETTER WORDS,$800,To question
57,11/26/80,Double Jeopardy!,DRAMA,$800,"In 1642, they closed English theaters for 18 years"
57,11/26/80,Double Jeopardy!,LEGENDS,$800,Only hope remained after this ancient Greek's box was opened
57,11/26/80,Double Jeopardy!,HOT SPOTS,"$1,000","Its foundation for polio victims was founded by FDR, who died here"
57,11/26/80,Double Jeopardy!,SPACE,"$1,500",Comet in 1973 which didn't put on its promised show
57,11/26/80,Double Jeopardy!,3-LETTER WORDS,"$1,000",Bathroom the British skip to
57,11/26/80,Double Jeopardy!,DRAMA,"$1,000","As he wished, the last play of Eugene O'Neill was produced after his death"
57,11/26/80,Double Jeopardy!,LEGENDS,"$1,000","Pair of lovers separated by a garden wall, they inspired ""Romeo & Juliet"""
57,11/26/80,Final Jeopardy!,GOVERNMENT,None,Decade the last amendment to the Constitution was ratified in
58,11/27/80,Jeopardy!,DEMOCRATS,$100,Initials in common to all members of Lyndon Johnson's family
58,11/27/80,Jeopardy!,COLORFUL GEOGRAPHY,$100,"Contrary to name, this world's largest island is primarily icecap"
58,11/27/80,Jeopardy!,GAY BLADES,$100,"The mark left by George Hamilton's ""gay blade"""
58,11/27/80,Jeopardy!,TRIVIA,$100,Winning a birling contest is as easy as not falling off this
58,11/27/80,Jeopardy!,DEMOCRATS,$200,"Seminarian who became California's ""Guru Governor"""
58,11/27/80,Jeopardy!,BROADWAY MUSICALS,$200,"Rex Harrison's ""Fair Lady"" and Burton's Guinevere"
58,11/27/80,Jeopardy!,COLORFUL GEOGRAPHY,$200,National Park famous for faithful aquatic eruptions
58,11/27/80,Jeopardy!,GAY BLADES,$200,"Its use was abolished in France in 1981, 188 years too late for Marie Antoinette"
58,11/27/80,Jeopardy!,TRIVIA,$200,"N.M.I. means this, as used in the name John (N.M.I.) Smith"
58,11/27/80,Jeopardy!,DEMOCRATS,$300,Chrysler Corp. pres. considered by some Dems. as potential V.P. material
58,11/27/80,Jeopardy!,BROADWAY MUSICALS,$300,"In 1967, Broadway said ""hello"" to this 1st black ""Dolly"""
58,11/27/80,Jeopardy!,COLORFUL GEOGRAPHY,$300,Only Universal Studios' special effects & Moses could part it
58,11/27/80,Jeopardy!,GAY BLADES,$300,The sword in the stone from the Lady of the Lake
58,11/27/80,Jeopardy!,TRIVIA,$300,"The moving tower used to service space launch vehicles or Burt's Oscar-winning ""Elmer"""
58,11/27/80,Jeopardy!,DEMOCRATS,$400,Colorado senator who served as McGovern's campaign manager in '72
58,11/27/80,Jeopardy!,BROADWAY MUSICALS,$400,"1931's ""The Band Wagon"" was the last time this brother & sister shared the dancing spotlight"
58,11/27/80,Jeopardy!,COLORFUL GEOGRAPHY,$400,"Called the Schwarzwald, it's the deep dark woods of fairy tale fame"
58,11/27/80,Jeopardy!,GAY BLADES,$400,"You'd need an undertaker, not a styptic pencil after this was used by Sweeney Todd"
58,11/27/80,Jeopardy!,TRIVIA,$350,State nickname shared by South Dakota & Florida
58,11/27/80,Jeopardy!,DEMOCRATS,$500,Hubert Humphrey's running mate in '68
58,11/27/80,Jeopardy!,BROADWAY MUSICALS,$500,"Musical in which Lester Billis was Nellie Forbush's ""honey bun"""
58,11/27/80,Jeopardy!,COLORFUL GEOGRAPHY,$500,John Denver's country roads lead to these West Virginia mountains
58,11/27/80,Jeopardy!,GAY BLADES,$500,Ridley Scott's dim futuristic film view of Los Angeles
58,11/27/80,Jeopardy!,TRIVIA,$500,The 1st group to identify itself as 1 of these was Gamma Phi Beta in 1874
58,11/27/80,Double Jeopardy!,ANCIENT GREECE,$200,The Greeks' word for world or Sagan's word for universe
58,11/27/80,Double Jeopardy!,SCIENCE,$200,Fahrenheit equivalent to 0锭 Centigrade
58,11/27/80,Double Jeopardy!,U.S. HISTORY,$200,"19th century flag nicknamed ""Stars & Bars"""
58,11/27/80,Double Jeopardy!,RADIO HEROES,$200,"He ""knows what evil lurks in the hearts of men"""
58,11/27/80,Double Jeopardy!,ANCIENT GREECE,$400,"""Amazing"" home of the Minotaur"
58,11/27/80,Double Jeopardy!,SCIENCE,$400,You might have to put F. Lee Bailey on one to admit he had a show about one
58,11/27/80,Double Jeopardy!,U.S. HISTORY,$400,"Its full name is ""Liberty Enlightening the World"""
58,11/27/80,Double Jeopardy!,RADIO HEROES,$400,The Green Hornet's chauffeuring sidekick
58,11/27/80,Double Jeopardy!,SPIDERS,$400,Number of eyes some spiders have & legs all spiders have
58,11/27/80,Double Jeopardy!,ANCIENT GREECE,$600,City-state ruled by Pericles
58,11/27/80,Double Jeopardy!,SCIENCE,$600,The science which deals with the motion & behavior of bullets
58,11/27/80,Double Jeopardy!,U.S. HISTORY,$600,This popular tourist destination was annexed in 1889 due to pressure from sugar planters
58,11/27/80,Double Jeopardy!,RADIO HEROES,$600,"Penny and Clipper's Uncle Schyler, who flew from radio to TV"
58,11/27/80,Double Jeopardy!,SPIDERS,$600,All spiders spin it but not always into webs
58,11/27/80,Double Jeopardy!,ANCIENT GREECE,$800,The name of poetry with a lyre accompaniment
58,11/27/80,Double Jeopardy!,TRAINS,"$1,000","Name of the nocturnal express <a href=""http://www.j-archive.com/media/1984-11-28_DJ_26.mp3"">this</a> prisoner was waiting for"
58,11/27/80,Double Jeopardy!,SCIENCE,$800,"What you're ""stuck with"" boiling down collagen, softening it with hot water & letting it swell"
58,11/27/80,Double Jeopardy!,U.S. HISTORY,$800,"It was his partner, James Marshall, who actually discovered gold at his California mill in 1849"
58,11/27/80,Double Jeopardy!,RADIO HEROES,"$1,000","Radio voice of Superman, on TV he knew when ""To Tell the Truth"" & how to ""Beat the Clock"""
58,11/27/80,Double Jeopardy!,SPIDERS,$800,"aka the harvestman, it was Leslie Caron's name for Fred Astaire in '55 film"
58,11/27/80,Double Jeopardy!,ANCIENT GREECE,"$1,000","Founder of ""Lyceum"", his students walked with him as he taught"
58,11/27/80,Double Jeopardy!,TRAINS,"$1,000",This city's subway is the oldest in America
58,11/27/80,Double Jeopardy!,SCIENCE,"$1,000","In 1808, this metalsmith made copper plates for a Fulton steamboat boiler"
58,11/27/80,Double Jeopardy!,U.S. HISTORY,"$1,000","In return for Missouri's admittance as a slave state, this N.E. state was brought in as a free state"
58,11/27/80,Double Jeopardy!,RADIO HEROES,"$1,000","Originally called ""Challenge of the Yukon... Gold"""
58,11/27/80,Double Jeopardy!,SPIDERS,"$1,000","Scientific name for spiders, from Greek woman who unwisely challenged Athena to spinning contest"
58,11/27/80,Final Jeopardy!,TRAVEL & TOURISM,None,"City that boasts the tallest U.S. monument, completed in 1965"
59,11/28/80,Jeopardy!,SCIENCE,$100,A sound's repetition by reflection
59,11/28/80,Jeopardy!,'60s TRIVIA,$100,"By 1966 the Air Force had logged 10,147 sightings of these, but didn't believe any"
59,11/28/80,Jeopardy!,SPORT OF KINGS,$100,The pari-mutuel system lets you do it legally
59,11/28/80,Jeopardy!,SAINTLY CITIES,$100,"Minneapolis' ""twin"", it's capital of Minnesota"
59,11/28/80,Jeopardy!,SUPER HEROES,$100,He's been played by Reeves & Reeve
59,11/28/80,Jeopardy!,SCIENCE,$200,"He originated ""The Origin of Species"""
59,11/28/80,Jeopardy!,'60s TRIVIA,$200,It's what LBJ showed off to reporters in October 1965
59,11/28/80,Jeopardy!,SPORT OF KINGS,$200,Race where faster horses carry more weight than slower ones
59,11/28/80,Jeopardy!,SAINTLY CITIES,$200,California mission town which is annual destination for famed swallows
59,11/28/80,Jeopardy!,SUPER HEROES,$200,"Still seen in Thanksgiving parades, Wally Cox gave this hero his voice"
59,11/28/80,Jeopardy!,SCIENCE,$300,"Singular form of the word ""bacteria"""
59,11/28/80,Jeopardy!,'60s TRIVIA,$300,Jean Nidetch in 1963 lost 72 lbs. & started this company
59,11/28/80,Jeopardy!,SPORT OF KINGS,$300,"Race horse that runs well on a wet track, or a Bronx mommy"
59,11/28/80,Jeopardy!,SAINTLY CITIES,$300,"8th most populous city in the world, it was once capital of Brazil"
59,11/28/80,Jeopardy!,SUPER HEROES,$400,"His theme was <a href=""http://www.j-archive.com/media/1984-11-29_J_11.mp3"">the following</a>:"
59,11/28/80,Jeopardy!,SCIENCE,$400,Negative particle that orbits an atom's nucleus
59,11/28/80,Jeopardy!,'60s TRIVIA,$400,In 1967 he was kicked out of the House of Representatives for reprehensible behavior
59,11/28/80,Jeopardy!,SAINTLY CITIES,$400,"Reputed site of Columbus' tomb, it's capital of Dominican Republic"
59,11/28/80,Jeopardy!,SUPER HEROES,$400,"His archenemy, Dr. Sivana, nicknamed him ""The Big Red Cheese"""
59,11/28/80,Jeopardy!,SCIENCE,$500,Cytology is the study of these biological building blocks
59,11/28/80,Jeopardy!,'60s TRIVIA,$500,In '61 this oil billionaire installed a pay phone in his mansion for guests to use
59,11/28/80,Jeopardy!,SAINTLY CITIES,$500,Poshest of all Swiss ski resorts
59,11/28/80,Jeopardy!,SUPER HEROES,$500,"Originally Reed Richards, his wife Sue, The Human Torch & The Thing"
59,11/28/80,Double Jeopardy!,GEOGRAPHY,$200,Honolulu is on this Hawaiian island
59,11/28/80,Double Jeopardy!,WORLD LEADERS,$200,Won medals for helping British in South Africa but his opposition drove them from India
59,11/28/80,Double Jeopardy!,FIRSTS,$200,"Combat candies made to melt in a GI's mouth, not in his hand"
59,11/28/80,Double Jeopardy!,ASTRONOMY,$200,Second largest planet in the solar system
59,11/28/80,Double Jeopardy!,WARS,$200,"Though never declared, it was the longest war in which America took part"
59,11/28/80,Double Jeopardy!,TV ANIMALS,$200,The seasick sea serpent
59,11/28/80,Double Jeopardy!,GEOGRAPHY,$400,2 of 4 countries bordering Greece
59,11/28/80,Double Jeopardy!,WORLD LEADERS,$400,"Since independence in '45, Sukarno & Suharto have been this island nation's only presidents"
59,11/28/80,Double Jeopardy!,FIRSTS,$400,"Until Swanson offered them in '54, you couldn't officially eat in front of the boob tube"
59,11/28/80,Double Jeopardy!,ASTRONOMY,$400,"Stars forming patterns as seen from Earth, such as Orion"
59,11/28/80,Double Jeopardy!,WARS,$400,The material cost of this war was greater than all other wars put together
59,11/28/80,Double Jeopardy!,TV ANIMALS,$400,"While Lassie was played by a male, this dolphin was played by a female"
59,11/28/80,Double Jeopardy!,WORLD LEADERS,$500,In 1946 Norway's Trygve Lie became 1st to hold this post
59,11/28/80,Double Jeopardy!,FIRSTS,$600,"The first ones had to be nurses to serve coffee, tea or milk"
59,11/28/80,Double Jeopardy!,ASTRONOMY,$600,"From Greek for ""milk"", a system of stars such as the Milky Way"
59,11/28/80,Double Jeopardy!,WARS,$600,Sports event that set off a 1969 war between Honduras & El Salvador
59,11/28/80,Double Jeopardy!,TV ANIMALS,$600,"He was 1st of several chimps featured in the early days of ""The Today Show"""
59,11/28/80,Double Jeopardy!,FIRSTS,$800,Brand of cereal thou could 1st buy in 1901
59,11/28/80,Double Jeopardy!,ASTRONOMY,$800,The Inquisition forced him to retract his belief the Earth orbits the Sun
59,11/28/80,Double Jeopardy!,WARS,$800,"In 19th C., Brazil, Argentina & Uruguay wiped out over 80% of this nearby country's population"
59,11/28/80,Double Jeopardy!,TV ANIMALS,$800,"In the TV show ""Maya"", it's what Maya was"
59,11/28/80,Double Jeopardy!,FIRSTS,"$1,000","In 1868, a Mobile, Ala. Mardi Gras parade 1st featured these"
59,11/28/80,Double Jeopardy!,ASTRONOMY,$100,"To nearest 东 day, time it takes Moon to orbit Earth"
59,11/28/80,Double Jeopardy!,WARS,"$1,000",Spaniards started war in colonial America by cutting off this part of Robert Jenkins' body
59,11/28/80,Double Jeopardy!,TV ANIMALS,"$1,000","In this series, Starbuck's little friend Boxie had a pet Daggit"
59,11/28/80,Final Jeopardy!,THE CALENDAR,None,The only day of the week named for a Roman god
61,12/2/80,Jeopardy!,U.S. HISTORY,$100,"Some 30 years before his cousin's New Deal, he gave us a ""Square Deal"""
61,12/2/80,Jeopardy!,SPORTS,$100,Nickname for a football
61,12/2/80,Jeopardy!,THE BIBLE,$100,"The longest of the 2 ""Testaments"""
61,12/2/80,Jeopardy!,4-LETTER WORDS,$100,A small shrub or Reagan's V.P.
61,12/2/80,Jeopardy!,TV TRIVIA,$100,Arnold Zenker replaced this trusted CBS newsman during a 13-day union strike in 1967
61,12/2/80,Jeopardy!,GLASS,$100,About 90% of all glass is made from this material
61,12/2/80,Jeopardy!,U.S. HISTORY,$200,In 1870s cartoonist Thomas Nast gave Democrats & GOP these symbols
61,12/2/80,Jeopardy!,SPORTS,$200,A filly becomes a mare at this age
61,12/2/80,Jeopardy!,THE BIBLE,$200,He lived to be 969 years old
61,12/2/80,Jeopardy!,4-LETTER WORDS,$200,Horses are hot to do it
61,12/2/80,Jeopardy!,TV TRIVIA,$200,"""Gene, Gene, the Dancing Machine"" was among the ""talent"" on this Chuck Barris series"
61,12/2/80,Jeopardy!,GLASS,$200,"This ""glass yarn"" serves as insulation & the Corvette's body"
61,12/2/80,Jeopardy!,U.S. HISTORY,$300,Pres. Wilson founded this world organization which America never joined
